	515rcbc12	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc13	515rcbc23	515rcbc32	515rcbc16	515rcbc19	515rcbc9	515rcbc30	515rcbc28	515rcbc29	515rcbc14	515rcbc10	515rcbc8	515rcbc25	515rcbc36
515rcbc24	0.440368730676	0.37645814534	0.374250094014	0.371247546485	0.419644591794	0.463622653142	0.354192010365	0.422630445333	0.385895096063	0.413802392217	0.0	0.351630986288	0.453283151096	0.455003510484	0.381344823292	0.355453421825	0.417647074829	0.490871581125	0.483573962109	0.43974121557	0.414439881554	0.448692127143	0.388194231931	0.406017822477	0.393937828875	0.434305252175	0.497657926726	0.549159693368	0.518013850515
515rcbc18	0.455939113906	0.375634259246	0.374657563252	0.356431130234	0.420763255412	0.475638368806	0.369579660859	0.39899674171	0.386043832568	0.406390000025	0.351630986288	0.0	0.433039010903	0.45518845406	0.38263717301	0.36148583187	0.407424464877	0.481279445184	0.484433537497	0.443838315798	0.408497766043	0.440118324439	0.385358834646	0.401132426452	0.390871261708	0.419702453266	0.493320881124	0.555181753685	0.525293680091
515rcbc35	0.510212169692	0.480816070073	0.418425854657	0.441443459123	0.487812429304	0.492204763012	0.463585374275	0.453697352356	0.474594619776	0.428076440499	0.453283151096	0.433039010903	0.0	0.484131508452	0.431705333143	0.446381583302	0.440682164608	0.51314958062	0.500665114366	0.46583879815	0.431485604442	0.437398057487	0.432675946055	0.432036397614	0.477976299453	0.430376048739	0.505613129163	0.582063480924	0.533552422603
515rcbc11	0.465948282873	0.500766845787	0.439388157962	0.483044300764	0.423688616872	0.392427735349	0.469288576472	0.531949244719	0.439060580902	0.380621810609	0.455003510484	0.45518845406	0.484131508452	0.0	0.42743092922	0.443436453176	0.392714381403	0.389354948106	0.387349006504	0.393994771904	0.398310631074	0.487442434407	0.422836613454	0.423373102169	0.440939557122	0.419296440445	0.380751551689	0.49173056366	0.4488854899
515rcbc27	0.417896298245	0.40323321214	0.360090042838	0.396744517897	0.393177919897	0.428575955975	0.380147154807	0.452409640133	0.379509151194	0.379332630842	0.381344823292	0.38263717301	0.431705333143	0.42743092922	0.0	0.360343022434	0.371077411312	0.465451510057	0.435556712837	0.409263500079	0.388173569465	0.463061448325	0.372994782809	0.39831660051	0.370402352784	0.39232346189	0.468026171672	0.542427529861	0.486849335344
515rcbc13	0.417262139298	0.357950313773	0.377288560146	0.384425433314	0.402483577531	0.457534402293	0.354134230256	0.427518551873	0.359362990382	0.404579466111	0.355453421825	0.36148583187	0.446381583302	0.443436453176	0.360343022434	0.0	0.412002433836	0.470169591339	0.466952174943	0.426598710319	0.405601371739	0.475814133878	0.368027782306	0.412259403692	0.340358027368	0.414480534289	0.479884378134	0.535267354659	0.493221434857
515rcbc23	0.429162099828	0.457274686008	0.39806300385	0.443431547884	0.401504278722	0.427269190704	0.423376072525	0.491384137458	0.410294726019	0.370853328672	0.417647074829	0.407424464877	0.440682164608	0.392714381403	0.371077411312	0.412002433836	0.0	0.439238515932	0.406046586678	0.388328915417	0.355016303393	0.457812838358	0.366023869647	0.390060731257	0.398265033866	0.399375873083	0.419671592329	0.51658905676	0.462083418003
515rcbc32	0.526628691103	0.51375332455	0.48110376436	0.489514262003	0.436319501837	0.414222465723	0.481380098569	0.53546147598	0.455993199758	0.456727207869	0.490871581125	0.481279445184	0.51314958062	0.389354948106	0.465451510057	0.470169591339	0.439238515932	0.0	0.415688485517	0.416519297229	0.463331883032	0.52010644589	0.450754113174	0.455825034027	0.45565982619	0.429275679668	0.404305381334	0.434782110708	0.475599148004
515rcbc16	0.489437704864	0.506336779283	0.455727356202	0.491695308386	0.436129994653	0.389666795417	0.48253215417	0.531492882394	0.445222455272	0.426761054361	0.483573962109	0.484433537497	0.500665114366	0.387349006504	0.435556712837	0.466952174943	0.406046586678	0.415688485517	0.0	0.394155363493	0.422064900199	0.494336507903	0.436706906841	0.441499802792	0.454525485548	0.40970734582	0.399983176291	0.476207790693	0.452178712942
515rcbc19	0.463437605616	0.473696323468	0.423687591472	0.469957772545	0.406543467834	0.413140230839	0.445023864092	0.518303356346	0.424962723774	0.382420813865	0.43974121557	0.443838315798	0.46583879815	0.393994771904	0.409263500079	0.426598710319	0.388328915417	0.416519297229	0.394155363493	0.0	0.398238519788	0.478456914243	0.417803568708	0.404627215156	0.414787892978	0.402305028063	0.437527927499	0.502487772615	0.426328035428
515rcbc9	0.446291050501	0.462485373236	0.390236175925	0.434822125146	0.418633060462	0.431860396713	0.434780795938	0.479516138538	0.428102070072	0.364620658162	0.414439881554	0.408497766043	0.431485604442	0.398310631074	0.388173569465	0.405601371739	0.355016303393	0.463331883032	0.422064900199	0.398238519788	0.0	0.42490915856	0.388189435611	0.391393536356	0.409832367363	0.392767626821	0.426634217186	0.530477178599	0.484943865089
515rcbc30	0.517139041989	0.492074661775	0.432102855357	0.458579576109	0.483478246862	0.509665224148	0.477957423406	0.468752251602	0.48630456214	0.433493478182	0.448692127143	0.440118324439	0.437398057487	0.487442434407	0.463061448325	0.475814133878	0.457812838358	0.52010644589	0.494336507903	0.478456914243	0.42490915856	0.0	0.454980298688	0.445194664164	0.47004007467	0.454650079125	0.50146839792	0.5782590242	0.551192644581
515rcbc28	0.416105967646	0.427130403771	0.371778670608	0.391706254777	0.382990467711	0.448151322385	0.401629569788	0.455661707444	0.38235726408	0.389611631671	0.388194231931	0.385358834646	0.432675946055	0.422836613454	0.372994782809	0.368027782306	0.366023869647	0.450754113174	0.436706906841	0.417803568708	0.388189435611	0.454980298688	0.0	0.376646113317	0.381278647829	0.391420602266	0.459220655712	0.524949480277	0.490202774766
515rcbc29	0.461418547822	0.443508825065	0.380275838922	0.412438664446	0.393788095056	0.444714479645	0.423882557937	0.452437117523	0.414118123497	0.374942614815	0.406017822477	0.401132426452	0.432036397614	0.423373102169	0.39831660051	0.412259403692	0.390060731257	0.455825034027	0.441499802792	0.404627215156	0.391393536356	0.445194664164	0.376646113317	0.0	0.408461853886	0.40167728049	0.457643183069	0.512686447731	0.503561466898
515rcbc14	0.43548881638	0.396493476539	0.392224689312	0.395627690156	0.373333374464	0.459790031893	0.36781340697	0.442544843756	0.357845010919	0.417094382553	0.393937828875	0.390871261708	0.477976299453	0.440939557122	0.370402352784	0.340358027368	0.398265033866	0.45565982619	0.454525485548	0.414787892978	0.409832367363	0.47004007467	0.381278647829	0.408461853886	0.0	0.420520029715	0.480566189532	0.510266884975	0.501833478294
515rcbc10	0.461516265288	0.443657905105	0.398176050228	0.423844260276	0.412309941056	0.413742767074	0.439128080477	0.455838840558	0.421903562131	0.406726295933	0.434305252175	0.419702453266	0.430376048739	0.419296440445	0.39232346189	0.414480534289	0.399375873083	0.429275679668	0.40970734582	0.402305028063	0.392767626821	0.454650079125	0.391420602266	0.40167728049	0.420520029715	0.0	0.436714032871	0.506534199033	0.475100560878
515rcbc8	0.50606602476	0.533289564558	0.472287933968	0.499399064034	0.458562638031	0.426142213558	0.511777584214	0.553575721028	0.479018915538	0.433087562364	0.497657926726	0.493320881124	0.505613129163	0.380751551689	0.468026171672	0.479884378134	0.419671592329	0.404305381334	0.399983176291	0.437527927499	0.426634217186	0.50146839792	0.459220655712	0.457643183069	0.480566189532	0.436714032871	0.0	0.475237478419	0.478333529994
515rcbc25	0.565696828727	0.55704428785	0.540231622894	0.559348551747	0.490176840377	0.489266177958	0.54496723387	0.59636537069	0.507589921523	0.542595991736	0.549159693368	0.555181753685	0.582063480924	0.49173056366	0.542427529861	0.535267354659	0.51658905676	0.434782110708	0.476207790693	0.502487772615	0.530477178599	0.5782590242	0.524949480277	0.512686447731	0.510266884975	0.506534199033	0.475237478419	0.0	0.535299009539
515rcbc36	0.502842189623	0.522217479868	0.496414650269	0.541925425091	0.482955835169	0.460850193148	0.51301760002	0.577715318453	0.487097443734	0.474224799094	0.518013850515	0.525293680091	0.533552422603	0.4488854899	0.486849335344	0.493221434857	0.462083418003	0.475599148004	0.452178712942	0.426328035428	0.484943865089	0.551192644581	0.490202774766	0.503561466898	0.501833478294	0.475100560878	0.478333529994	0.535299009539	0.0
